ANO,MES,NCM,PAIS,URF,KG,FOB,FRETE,SEGURO
2022,1,31022100,160,517800,11900000,1848481,282443,490
2022,1,31022100,249,517800,4000000,603780,166000,163
2022,1,31042090,23,517800,31000000,15435359,719200,6139
2022,1,31042090,149,517800,13357000,7636651,826442,7254
2022,1,31042090,158,517800,15001200,7757784,730559,2511
2022,1,31042090,676,517800,14899590,10094186,937161,2679
2022,1,31054000,474,517800,396000,546309,15552,455
2022,1,31054000,676,517800,6394610,4411667,313697,1359
2022,1,31055900,160,517800,6609000,3929488,227602,961
2022,2,31022100,249,517800,3598229,797927,203300,214
2022,2,31042090,149,517800,16618000,7744565,925748,5369
2022,2,31042090,676,517800,11498669,6405716,582570,1673
2022,2,31054000,474,517800,3000000,2120652,79500,691
2022,2,31054000,676,517800,275000,326300,8950,113
2022,2,31055900,87,517800,72000,75104,6225,66
2022,2,31055900,442,517800,6380594,4626814,449832,1508
2022,2,31059090,245,517800,6120,29043,790,0
2022,2,31059090,607,517800,12096,24013,1335,187
2022,3,31021010,154,517800,8501390,3869986,261375,942
2022,3,31021010,528,517800,2000000,1420587,192000,0
2022,3,31021010,676,517800,6000000,2682368,370750,93
2022,3,31022100,160,517800,21071000,4402705,968730,1259
2022,3,31042090,23,517800,72000,52761,4067,0
2022,3,31042090,85,517800,17016660,3352828,891060,1389
2022,3,31042090,149,517800,7700000,4655490,509201,1316
2022,3,31042090,158,517800,17959211,9544788,819742,10706
2022,3,31042090,676,517800,14700030,7207296,875050,1486
2022,3,31054000,160,517800,1100000,661969,28600,0
2022,3,31054000,474,517800,20198000,16341552,634923,11121
2022,3,31054000,676,517800,3200000,2160455,139700,761
2022,3,31059090,158,517800,6500500,6435078,315524,7548
2022,3,31059090,160,517800,10000,58696,12400,78
2022,3,31059090,573,517800,120000,151438,11900,55
2022,4,31021010,154,517800,5650000,4376914,200575,1045
2022,4,31021010,528,517800,3535814,2502299,339438,620
2022,4,31022100,190,517800,4000000,1480686,324000,0
2022,4,31022100,301,517800,48000,20794,3967,8
2022,4,31042090,158,517800,8509780,5952927,410246,6852
2022,4,31042090,676,517800,43722146,25260950,2646880,7039
2022,4,31054000,474,517800,4864000,4064026,149884,654
2022,4,31054000,676,517800,23919450,21013970,1276717,6919
2022,4,31055900,245,517800,33000,129945,7399,0
2022,4,31055900,249,517800,4000000,3540523,172760,3488
2022,4,31059090,158,517800,2505800,2151541,122784,2541
2022,4,31059090,245,517800,8280,39938,1856,0
2022,4,31059090,403,517800,48000,58965,8710,15
2022,5,31021010,53,517800,4003780,1435992,258000,180
2022,5,31021010,59,517800,13527840,5999310,613969,1073
2022,5,31021010,154,517800,29269440,18763680,996838,4236
2022,5,31022100,87,517800,1673460,300403,63000,159
2022,5,31022100,160,517800,18050000,5424517,1245450,1588
2022,5,31022100,190,517800,2000000,742636,162000,0
2022,5,31022100,249,517800,5001660,828372,207500,144
2022,5,31042090,23,517800,10024880,7066247,340000,1767
2022,5,31042090,149,517800,27738840,14156793,1336701,3700
2022,5,31042090,245,517800,10500000,11828625,319725,4070
2022,5,31042090,676,517800,40547656,23094422,2182500,7549
2022,5,31054000,160,517800,2200000,1359680,57200,303
2022,5,31054000,474,517800,18515000,14410535,470175,6527
2022,5,31054000,676,517800,26736120,21428166,1397984,3340
2022,5,31055900,442,517800,7700000,6472917,354200,2030
2022,5,31059090,158,517800,3973810,5243778,127500,5480
2022,6,31021010,59,517800,5000000,2690000,210000,702
2022,6,31021010,154,517800,1000000,686332,35500,184
2022,6,31021010,676,517800,2200000,1254458,123200,351
2022,6,31022100,160,517800,35026280,11953643,1731840,3151
2022,6,31042090,23,517800,10000000,2740951,317500,1006
2022,6,31042090,85,517800,11700000,2134423,643149,650
2022,6,31042090,149,517800,37553110,22040731,2490792,9877
2022,6,31042090,158,517800,2700400,850179,105181,202
2022,6,31042090,676,517800,18079730,12378911,1019250,3287
2022,6,31054000,474,517800,20238192,22060326,697406,11517
2022,6,31054000,676,517800,19952781,20047538,1465570,9112
2022,6,31055900,160,517800,5910300,3193087,184868,790
2022,6,31059090,245,517800,14400,63823,2922,0
2022,7,31021010,154,517800,13900000,7361060,376330,1150
2022,7,31021010,676,517800,12000000,6979884,959000,2020
2022,7,31022100,160,517800,31300000,10646690,2053540,2272
2022,7,31022100,190,517800,5000000,1852554,405000,0
2022,7,31042090,23,517800,44359165,31867608,1320723,7954
2022,7,31042090,85,517800,4198700,847275,108544,286
2022,7,31042090,149,517800,14400000,14168448,1077552,10036
2022,7,31042090,676,517800,21216063,12552400,1258302,3313
2022,7,31054000,249,517800,3500000,3407250,140875,3371
2022,7,31054000,474,517800,3096060,3057305,134364,2210
2022,7,31054000,676,517800,996950,905231,101689,0
2022,7,31055900,160,517800,14250000,9987460,1047375,2639
2022,7,31059090,158,517800,3976350,5247134,127582,5484
2022,7,31059090,245,517800,14400,68497,1399,0
2022,8,31021010,154,517800,2203460,1372473,98065,697
2022,8,31021010,528,517800,11300000,6195305,340695,1333
2022,8,31022100,160,517800,8150000,3129405,361730,847
2022,8,31042090,23,517800,14156095,10754212,401153,2685
2022,8,31042090,149,517800,13735465,12664867,718779,7753
2022,8,31042090,158,517800,2500000,509226,97375,382
2022,8,31042090,383,517800,2200000,1619403,80696,808
2022,8,31042090,676,517800,18491500,12430668,1129140,2321
2022,8,31054000,474,517800,26356000,24605587,853055,31343
2022,8,31054000,676,517800,7150000,6980084,574585,1649
2022,8,31055900,249,517800,11004230,10942939,470915,10801
2022,8,31059090,245,517800,32000,34865,6722,0
2022,8,31059090,403,517800,192000,289537,45872,113
2022,9,31022100,160,517800,1100000,381150,80850,0
2022,9,31022100,190,517800,5000000,1730015,405000,462
2022,9,31042090,23,517800,8013383,6550976,260400,1646
2022,9,31042090,149,517800,19400000,14666253,1117379,9507
2022,9,31042090,676,517800,15450713,11337892,788325,3177
2022,9,31054000,53,517800,2200000,1795222,102872,635
2022,9,31054000,160,517800,489600,763674,132294,726
2022,9,31054000,249,517800,4055842,3548777,165500,3485
2022,9,31054000,474,517800,10948000,13231882,393444,2873
2022,9,31054000,676,517800,3150000,3204024,362250,911
2022,9,31055900,160,517800,72000,102620,28420,148
2022,9,31055900,249,517800,9924496,8563102,410179,8416
2022,9,31059090,158,517800,4502300,5737731,205305,6695
2022,9,31059090,245,517800,57600,257624,8914,0
2022,9,31059090,403,517800,360000,533880,72000,205
2022,9,31059090,573,517800,48000,92116,5290,33
2022,10,31021010,528,517800,10400000,5745440,313560,1333
2022,10,31021010,676,517800,10000000,5473800,840000,1628
2022,10,31022100,160,517800,26300000,6787665,1437275,1525
2022,10,31042090,149,517800,4958398,4117100,490050,4369
2022,10,31042090,383,517800,6600000,4858208,242088,2424
2022,10,31042090,676,517800,15670000,17534373,1517068,5877
2022,10,31054000,53,517800,3300000,2692833,154308,953
2022,10,31054000,249,517800,2512086,1957254,103863,1905
2022,10,31059090,271,517800,480000,492096,45832,181
2022,10,31059090,573,517800,120000,223485,13255,80
2022,11,31021010,154,517800,8000000,5024510,375200,1569
2022,11,31021010,160,517800,336000,232797,100609,0
2022,11,31021010,676,517800,21781180,8816048,1025525,7862
2022,11,31022100,160,517800,10814840,2586165,874584,570
2022,11,31042090,23,517800,20000276,8963279,482250,2183
2022,11,31042090,149,517800,13300000,13068146,878129,3580
2022,11,31042090,676,517800,10010000,5195809,811855,1155
2022,11,31054000,160,517800,8645400,7005691,762636,3272
2022,11,31054000,676,517800,5000000,4755000,600000,1381
2022,11,31055900,160,517800,144000,217375,41105,209
2022,11,31055900,249,517800,5089290,4456924,212500,4358
2022,11,31055900,442,517800,5000000,2795398,146250,211
2022,11,31059090,403,517800,75000,104871,14604,30
2022,11,31059090,827,517800,60000,65200,5800,18
2022,12,31021010,59,517800,1600000,828800,57600,371
2022,12,31021010,160,517800,500000,371967,124185,0
2022,12,31022100,160,517800,38650000,9414475,1345600,2786
2022,12,31042090,149,517800,13402870,6482679,573497,4203
2022,12,31042090,676,517800,6269922,6115278,939715,1645
2022,12,31054000,160,517800,2400800,3508554,368530,2071
2022,12,31054000,676,517800,25000,44779,1788,58
2022,12,31055900,245,517800,66000,256174,13832,0
2022,12,31059090,245,517800,34000,92309,7103,0
2023,1,31021010,59,517800,7000000,4639740,294000,1272
2023,1,31021010,154,517800,3306955,2123973,86320,264
2023,1,31021010,528,517800,3710590,1782381,108702,634
2023,1,31021010,676,517800,7697500,3329478,567691,979
2023,1,31022100,160,517800,5650000,1490169,448341,500
2023,1,31042090,23,517800,11057839,5528637,375450,1965
2023,1,31042090,149,517800,20911000,19793526,1585745,5494
2023,1,31042090,676,517800,15863000,18217947,1288869,6385
2023,1,31054000,160,517800,1468800,2388837,150891,2861
2023,1,31054000,474,517800,4850000,5068786,178663,1352
2023,1,31054000,676,517800,10015703,5508893,553750,2061
2023,1,31059090,160,517800,15000,84244,7905,101
2023,1,31059090,245,517800,43200,179893,10444,0
2023,1,31059090,676,517800,7700000,2815120,567875,812
2023,1,31059090,827,517800,20000,19300,1700,5
2023,2,31022100,160,517800,3300000,989175,198825,196
2023,2,31042090,149,517800,3051459,1945787,173308,751
2023,2,31042090,676,517800,11000000,5156015,536250,2408
2023,2,31054000,160,517800,4555600,5932311,555967,5805
2023,2,31054000,474,517800,4756000,2989051,149909,4539
2023,2,31054000,676,517800,16589500,9837467,706793,3891
2023,2,31055900,249,517800,2005645,1208507,37500,803
2023,2,31059090,245,517800,14400,67089,1933,0
2023,3,31021010,676,517800,31000000,11849302,1371750,3585
2023,3,31022100,160,517800,41342560,9229443,970198,4151
2023,3,31042090,149,517800,5000000,2212500,337500,2873
2023,3,31054000,160,517800,542400,641903,36261,453
2023,3,31054000,474,517800,10725000,6615978,329148,6578
2023,3,31054000,676,517800,12951285,8645040,605900,5204
2023,3,31059090,158,517800,3503000,3663309,145961,4291
2023,3,31059090,827,517800,80000,77000,4600,37
2023,4,31021010,59,517800,30650000,9701713,691158,3877
2023,4,31021010,154,517800,3000000,1599300,140700,435
2023,4,31021010,275,517800,224000,180929,32543,0
2023,4,31021010,676,517800,3675254,2043441,308721,517
2023,4,31022100,160,517800,6300000,1532160,483840,488
2023,4,31022100,573,517800,5500000,884125,188375,0
2023,4,31042090,23,517800,7500414,6162727,212625,1543
2023,4,31042090,149,517800,26412296,17468199,924347,7810
2023,4,31042090,676,517800,18030518,9354268,1047500,3765
2023,4,31054000,474,517800,7511429,5080129,213375,1765
2023,4,31054000,676,517800,15325149,11045415,1002800,3347
2023,4,31059090,160,517800,10000,54718,6600,682
2023,5,31022100,160,517800,22605098,5900274,1224730,1885
2023,5,31042090,23,517800,3300000,1356696,117150,498
2023,5,31042090,149,517800,38100338,17511347,1783195,8751
2023,5,31042090,383,517800,5500000,2331340,163735,1090
2023,5,31042090,676,517800,8006338,6055371,941600,1370
2023,5,31054000,160,517800,892800,1009833,38750,354
2023,5,31054000,474,517800,5604641,3448865,194152,5263
2023,5,31054000,676,517800,2053482,1864606,209411,0
2023,5,31059090,573,517800,96000,148145,10543,54
2023,5,31059090,607,517800,4608,10616,461,50
2023,6,31021010,154,517800,12481377,3728002,326190,2197
2023,6,31021010,676,517800,24750000,7944188,977813,3205
2023,6,31022100,160,517800,60699616,10230049,1922696,1641
2023,6,31042090,23,517800,17600000,6347440,516560,3102
2023,6,31042090,149,517800,29852531,10089418,713118,6244
2023,6,31042090,676,517800,11382900,2497265,187106,646
2023,6,31054000,160,517800,609200,665199,45060,144
2023,6,31054000,474,517800,19252712,11248850,577940,15593
2023,6,31054000,676,517800,16146563,8825952,999913,2352
2023,6,31055900,160,517800,48000,57440,4000,50
2023,6,31055900,249,517800,8357699,3958229,222076,2697
2023,6,31059090,245,517800,16000,19576,2046,0
2023,6,31059090,271,517800,598800,434302,43349,150
2023,6,31059090,573,517800,96000,157759,6635,52
2023,6,31059090,827,517800,420000,402998,18351,190
2023,7,31021010,676,517800,3101138,1614319,240400,0
2023,7,31022100,160,517800,21170000,3861833,375768,1699
2023,7,31022100,573,517800,5250845,646406,167475,340
2023,7,31042090,23,517800,20017277,11049629,659500,3747
2023,7,31042090,149,517800,24641286,11148427,1209453,6661
2023,7,31042090,676,517800,46768457,25359271,3077451,10111
2023,7,31054000,160,517800,460800,438529,23200,145
2023,7,31054000,249,517800,2510242,564779,55225,401
2023,7,31054000,474,517800,19250000,10086423,404828,15170
2023,7,31054000,676,517800,4278680,2811438,366680,765
2023,7,31055900,249,517800,19320677,7642265,504600,5853
2023,7,31059090,158,517800,3001600,2737244,125252,3225
2023,7,31059090,245,517800,3200,4405,331,0
2023,7,31059090,573,517800,24000,38618,1644,13
2023,8,31021010,676,517800,10500000,3098700,394800,1143
2023,8,31022100,160,517800,4000000,931320,248000,0
2023,8,31042090,149,517800,21941795,13250514,1183136,9717
2023,8,31042090,383,517800,5293000,1537511,149792,0
2023,8,31042090,676,517800,10500000,2527350,475650,1255
2023,8,31054000,676,517800,16676671,9762386,831792,2874
2023,8,31059090,573,517800,24000,37659,1619,12
2023,9,31021010,59,517800,5400979,3402651,189000,1459
2023,9,31021010,556,517800,35200000,11066390,859800,1819
2023,9,31021010,676,517800,11000000,3546850,395450,1245
2023,9,31022100,160,517800,3024113,811523,132000,0
2023,9,31042090,149,517800,52525000,21236374,1894331,13167
2023,9,31042090,676,517800,21250000,5646685,921400,2296
2023,9,31054000,160,517800,216000,150619,26501,56
2023,9,31054000,474,517800,21350000,9394675,332575,16172
2023,9,31054000,676,517800,2215051,1230031,99000,0
2023,9,31055900,474,517800,820000,357930,19270,627
2023,9,31059090,573,517800,48000,72721,3243,24
2023,9,31059090,607,517800,11520,23167,715,96
2023,9,31059090,827,517800,180000,165600,2425,76
2023,10,31021010,59,517800,20000000,7618800,473000,3106
2023,10,31021010,154,517800,14250000,4645500,342000,2085
2023,10,31021010,160,517800,280000,114209,23150,121
2023,10,31022100,160,517800,114750000,18472468,2595830,7545
2023,10,31042090,149,517800,7900000,2210272,543520,1201
2023,10,31042090,383,517800,9130000,2718318,281843,1828
2023,10,31042090,676,517800,20407366,5328255,1041499,2776
2023,10,31054000,160,517800,2013000,2049711,219215,1044
2023,10,31054000,383,517800,120000,122454,3389,158
2023,10,31054000,474,517800,12562000,5849072,318656,8101
2023,10,31055900,160,517800,9500000,3598300,240300,734
2023,10,31055900,245,517800,16500,67598,839,0
2023,10,31059090,403,517800,1416000,1172332,120950,1048
